Date, Close/Last, Volume, Open, High, Low
11/15/2019, 311.79, 62706190, 311.02, 311.84, 310.26
11/14/2019, 309.55, 52001870, 308.79, 309.64, 308.09
11/13/2019, 309.1, 54459020, 307.91, 309.54, 307.66
11/12/2019, 309, 46484620, 308.75, 309.99, 308.15
11/11/2019, 308.35, 35934910, 307.42, 308.54, 307.27
11/08/2019, 308.94, 49068800, 307.8, 309.0036, 307.03
11/07/2019, 308.18, 54272270, 308.57, 309.65, 307.66
11/06/2019, 307.1, 46487110, 307.03, 307.4, 306.06
11/05/2019, 307.03, 42933220, 307.59, 307.9195, 306.71
11/04/2019, 307.37, 60606920, 307.85, 308, 306.96
11/01/2019, 306.14, 71141520, 304.92, 306.19, 304.74
10/31/2019, 303.33, 69053790, 304.13, 304.13, 301.73
10/30/2019, 304.14, 49643930, 303.43, 304.55, 301.99
10/29/2019, 303.21, 44284920, 303, 304.23, 302.86
10/28/2019, 303.3, 42146970, 302.94, 303.85, 302.91
10/25/2019, 301.6, 45205410, 299.74, 302.2, 299.6806
10/24/2019, 300.37, 35857460, 300.91, 301.07, 299.4601
10/23/2019, 299.88, 34991830, 298.73, 299.94, 298.495
10/22/2019, 299.01, 49126040, 300.58, 300.9, 298.91
10/21/2019, 299.99, 39460900, 299.42, 300.21, 298.935
10/18/2019, 297.97, 64338030, 298.69, 299.395, 296.99
10/17/2019, 299.28, 46784890, 299.68, 300.24, 298.515
10/16/2019, 298.4, 50563600, 298.37, 299.16, 297.92
10/15/2019, 298.88, 47832360, 297.1, 299.7, 296.97
10/14/2019, 295.95, 40546670, 295.93, 296.67, 295.57
10/11/2019, 296.28, 101228600, 296.27, 298.74, 296.1448
10/10/2019, 293.24, 57255970, 291.18, 294.21, 291
10/09/2019, 291.27, 65707330, 290.75, 292.3, 288.6559
10/08/2019, 288.53, 101575500, 291.04, 291.85, 288.49
10/07/2019, 293.08, 60656560, 293.47, 295.26, 292.77
10/04/2019, 294.35, 66700680, 291.14, 294.63, 290.82
10/03/2019, 290.42, 85906800, 287.81, 290.45, 284.82
10/02/2019, 288.06, 124524000, 291.5, 291.51, 286.64
10/01/2019, 293.24, 89900420, 297.74, 298.455, 293
09/30/2019, 296.77, 52562760, 295.97, 297.55, 295.92
09/27/2019, 295.4, 84781110, 297.83, 297.9465, 293.69
09/26/2019, 297, 58722360, 297.63, 297.86, 295.45
09/25/2019, 297.62, 73434080, 295.96, 298.11, 294.33
09/24/2019, 295.87, 97367570, 299.41, 299.84, 294.81
09/23/2019, 298.21, 47541320, 297.55, 299, 297.27
09/20/2019, 298.28, 97455980, 300.36, 300.67, 297.41
09/19/2019, 301.08, 78099220, 301.53, 302.63, 300.7103
09/18/2019, 301.1, 74192090, 300.49, 301.22, 298.24
09/17/2019, 300.92, 42904430, 299.94, 301.02, 299.75
09/16/2019, 300.16, 58191180, 299.84, 301.1378, 299.45
09/13/2019, 301.09, 62104840, 301.78, 302.17, 300.68
09/12/2019, 301.29, 72908750, 301.25, 302.46, 300.41
